PROJECT_RID,LSite,REF_MACRO_SAMPLE_TYPE.MACRO_SAMPLE_TYPE_NAME,ACTIVITY_NO,SAMPLE_NO,Stream,Date,TAXA_COUNT,INDIVIDUALS_COUNT,EPT_INDEX,PCT_ORTHOCLADIINAE_TANYTARSINI,PCT_NONINSECT_NO_ASTACIDAE,DIPTERA_TAXA,PCT_INTOLERANT,PCT_TOLERANT,PCT_PREDATORS_FFG_1,PCT_SHREDDERS_SCRAPPERS_FFG_1,PCT_COLLECTOR_FILTERERS_FFG_1,PCT_SPRAWLERS,12-Digit HUC
1996,GMW-03-0009,MHAB,AB19832,141022303,Nolands Fork,22-Oct-14,52,259,15,14.29,5.79,16,27.03,1.16,11.2,5.41,32.05,1.54,050800030301
1985,WUW-10-0002,MHAB,AB21851,150810401,Little River,10-Aug-15,32,109,5,5,0.92,13,22.94,8.26,2.75,0.92,14.68,0,051201011006
1985,WAE-07-0002,MHAB,AB21822,150811401,Eel River,11-Aug-15,47,200,10,25,32.5,7,21,2.5,4.5,13,19,1,051201040704
1985,WTI-10-0012,MHAB,AB21848,150811301,Hansell Ditch,11-Aug-15,51,182,13,33.33,30.77,18,12.64,6.04,9.34,9.89,4.95,4.95,051201061006
1985,WTI-10-0010,MHAB,AB21832,150811302,Lincoln Ditch,11-Aug-15,73,1690,9,35.67,67.75,24,10.24,3.02,3.79,2.37,1.07,0.18,051201061004
1985,WAE-07-0003,MHAB,AB21845,150811402,Eel River,11-Aug-15,43,140,14,25,20.71,6,35.71,2.14,3.57,25,13.57,0.71,051201040705
1985,WTI-07-0001,MHAB,AB21820,150811303,Graffis Ditch,11-Aug-15,34,187,7,40.91,10.16,12,43.85,3.74,3.74,11.23,37.43,6.42,051201060705
1985,WTI-07-0001,MHAB,AB23294,150811304,Graffis Ditch,11-Aug-15,45,239,8,39.13,11.3,17,37.66,7.53,4.18,15.06,38.49,3.77,051201060705
1985,WAW-04-0001,MHAB,AB21826,150812301,Honey Creek,12-Aug-15,23,120,2,7.14,69.17,9,2.5,0,9.17,1.67,0,0.83,051201070404
1985,WUW-15-0001,MHAB,AB21825,150812302,Honey Creek,12-Aug-15,38,236,3,44.74,13.98,13,8.9,14.83,15.25,19.49,7.63,2.97,051201011504
1985,WMI-05-0020,MHAB,AB21843,150812303,Tippey Ditch,12-Aug-15,58,697,8,44.33,34.58,18,8.61,30.13,5.6,35.15,8.75,2.01,051201030509
1985,WAW-03-0036,MHAB,AB21850,150817101,South Fork Wildcat Creek,17-Aug-15,60,353,24,32.1,0.28,24,22.66,0.57,2.27,7.93,20.11,3.68,051201070311
1985,WTI-03-0014,MHAB,AB21849,150817401,Tippecanoe River,17-Aug-15,37,171,12,0,28.07,4,16.96,2.34,10.53,14.62,17.54,0,051201060302
1985,WDE-05-0007,MHAB,AB21829,150817102,Little Deer Creek,17-Aug-15,39,104,4,36.96,2.88,18,6.73,0.96,9.62,9.62,0.96,1.92,051201050503
1985,WAW-04-0002,MHAB,AB21831,150817103,Wildcat Creek,17-Aug-15,31,118,6,0,14.41,9,28.81,0.85,11.86,1.69,3.39,5.93,051201070407
1985,WTI-06-0010,MHAB,AB21852,150818401,Tippecanoe River,18-Aug-15,38,118,7,14.29,16.95,5,9.32,10.17,27.12,11.02,4.24,0.85,051201060604
1985,WTI-12-0004,MHAB,AB21838,150818101,Hoagland Ditch,18-Aug-15,49,291,9,29.35,14.43,15,15.81,2.06,17.18,9.97,10.31,3.09,051201061204
1985,WTI-13-0002,MHAB,AB21823,150818102,Pike Creek,18-Aug-15,33,88,10,27.27,6.82,10,44.32,5.68,3.41,14.77,29.55,1.14,051201061301
1985,WTI-06-0008,MHAB,AB21836,150818402,Tippecanoe River,18-Aug-15,37,98,11,10,15.31,7,18.37,3.06,6.12,0,7.14,2.04,051201060603
1985,WTI-06-0008,MHAB,AB23262,150818403,Tippecanoe River,18-Aug-15,45,90,12,12.5,17.78,13,28.89,2.22,12.22,2.22,10,5.56,051201060603
1985,WDE-03-0001,MHAB,AB21819,150818103,Pleasant Run,18-Aug-15,24,76,8,25,6.58,6,53.95,9.21,6.58,23.68,31.58,3.95,051201050303
1985,WTI-05-0015,MHAB,AB21846,150819401,Tippecanoe River,19-Aug-15,29,110,3,16.67,11.82,7,21.82,1.82,8.18,2.73,9.09,0,051201060509
1985,WSA-02-0003,MHAB,AB21821,150824401,Salamonie River,24-Aug-15,22,122,5,11.63,4.1,5,33.61,1.64,4.92,3.28,27.05,0,051201020202
2014,GMW010-0044,MHAB,AB22459,150825301,Morgan Creek,25-Aug-15,50,311,7,33.79,2.89,34,28.94,0.64,3.54,5.14,14.15,2.25,050800030101
1985,WMI-06-0006,MHAB,AB21844,150825401,Mississinewa River,25-Aug-15,29,324,9,38.46,7.1,8,48.77,1.54,3.09,22.22,40.74,0,051201030606
2014,GMW-02-0014,MHAB,AB22458,150825305,Greens Fork,25-Aug-15,49,213,11,37.04,1.88,26,21.13,0.47,10.33,2.35,26.29,0.94,050800030203
2014,GMW070-0117,MHAB,AB22452,150826301,Silver Creek,26-Aug-15,36,146,4,16.95,21.23,18,26.71,0,6.85,6.85,19.18,7.53,050800030712
1985,WUW-07-0014,MHAB,AB21818,150831401,Mossburg Ditch,31-Aug-15,38,102,6,33.33,35.29,13,8.82,7.84,14.71,4.9,23.53,1.96,051201010702
1985,WUW-11-0004,MHAB,AB21840,150831402,Flat Creek,31-Aug-15,47,277,11,15.69,16.25,19,36.1,0.72,4.33,2.17,29.96,0.72,051201011101
1985,WAE-02-0002,MHAB,AB21830,150901401,Eel River,01-Sep-15,44,226,3,60.87,38.05,12,16.37,16.81,15.04,0.88,14.6,0,051201040202
1985,WUW-10-0001,MHAB,AB21839,150901402,Seegar Ditch,01-Sep-15,48,283,8,7.14,23.67,12,18.37,5.3,9.89,6.36,14.49,0.71,051201011001
1985,WAE-04-0001,MHAB,AB21827,150901403,Swank Creek,01-Sep-15,41,150,6,36,22.67,15,21.33,2,9.33,6,25.33,2.67,051201040407
2003,OBS-06-0010,MHAB,AB22404,150908301,South Fork Blue River,08-Sep-15,28,87,5,11.76,21.84,7,41.38,12.64,9.2,19.54,6.9,1.15,051401040601
2003,OBS130-0002,MHAB,AB22384,150908401,South Fork Blue River,08-Sep-15,50,258,11,8.93,3.1,20,32.17,3.1,16.67,18.6,22.87,2.33,051401040606
2003,OBS-06-0012,MHAB,AB22396,150908302,South Fork Blue River Tributary,08-Sep-15,33,121,8,46.67,20.66,12,33.88,0,5.79,9.09,3.31,1.65,051401040602
2003,OBS-06-0016,MHAB,AB22385,150908402,South Fork Blue River,08-Sep-15,51,204,15,22.22,11.76,12,25,1.47,19.61,14.71,22.55,0,051401040606
2003,OBS-06-0018,MHAB,AB22397,150908303,South Fork Blue River,08-Sep-15,47,135,8,7.69,5.93,17,10.37,17.78,32.59,2.96,16.3,3.7,051401040602
2003,OBS-06-0008,MHAB,AB22391,150908403,South Fork Blue River,08-Sep-15,13,42,1,100,9.52,2,2.38,23.81,59.52,7.14,4.76,0,051401040604
2003,OBS-06-0004,MHAB,AB22394,150908304,South Fork Blue River,08-Sep-15,48,185,14,15,8.65,13,49.73,2.16,18.38,7.03,38.92,1.08,051401040604
2003,OBS-06-0015,MHAB,AB22386,150909301,Licking Creek,09-Sep-15,49,314,18,41.67,15.61,11,21.97,4.14,10.83,37.26,14.65,0.96,051401040606
2003,OBS-06-0021,MHAB,AB22387,150909302,Bear Creek,09-Sep-15,39,189,11,36.36,22.22,16,37.57,0,6.35,24.87,12.17,6.88,051401040603
2003,OBS-06-0014,MHAB,AB22388,150909303,Bear Creek,09-Sep-15,46,194,10,60,19.59,11,13.4,0,29.38,21.65,5.67,2.06,051401040603
2003,OBS-06-0013,MHAB,AB22389,150909304,Bear Creek,09-Sep-15,35,107,0,32.14,25.23,13,2.8,4.67,19.63,21.5,7.48,6.54,051401040603
2003,OBS-06-0020,MHAB,AB22392,150909305,South Fork Blue River,09-Sep-15,61,353,22,37.25,9.35,17,33.99,0.57,12.75,15.3,32.58,2.27,051401040606
2003,OBS-06-0020,MHAB,AB23278,150909306,South Fork Blue River,09-Sep-15,73,384,27,41.82,8.85,19,37.24,0.78,18.75,11.46,35.68,2.34,051401040606
2003,OBS-06-0006,MHAB,AB22395,150910301,South Fork Blue River Tributary,10-Sep-15,39,171,15,21.43,10.53,10,40.35,1.75,9.36,24.56,13.45,0.58,051401040602
2003,OBS-06-0022,MHAB,AB22398,150910302,South Fork Blue River,10-Sep-15,38,178,11,24,0,13,55.06,0,4.49,5.06,5.62,1.69,051401040602
2003,OBS-06-0005,MHAB,AB22403,150914301,Springle Creek,14-Sep-15,30,93,6,22.22,3.23,14,49.46,1.08,11.83,2.15,1.08,3.23,051401040601
2003,OBS-06-0019,MHAB,AB22401,150914401,Jeff Branch,14-Sep-15,15,53,5,0,1.89,6,28.3,7.55,1.89,3.77,0,0,051401040601
2003,OBS-06-0011,MHAB,AB22402,150914302,Honey Run,14-Sep-15,29,100,5,55.56,9,11,42,2,16,0,7,2,051401040601
2003,OBS-06-0003,MHAB,AB22399,150914402,Jeff Branch,14-Sep-15,18,104,6,0,0.96,6,69.23,1.92,1.92,3.85,0,0,051401040601
2003,OBS-06-0003,MHAB,AB23279,150914403,Jeff Branch,14-Sep-15,19,75,7,3.85,2.67,7,48,0,4,0,1.33,1.33,051401040601
2003,OBS-06-0002,MHAB,AB22400,150914303,South Fork Blue River,14-Sep-15,39,308,11,24.28,2.27,17,31.82,15.91,3.25,15.26,21.1,1.62,051401040601
2014,OML200-0004,MHAB,AB22460,150914304,Indian Creek,14-Sep-15,37,119,9,13.33,5.88,14,29.41,5.88,16.81,7.56,14.29,3.36,050902030902
2014,OML040-0008,MHAB,AB22506,150915301,South Hogan Creek,15-Sep-15,41,208,10,23.81,16.35,10,26.92,2.4,11.06,12.98,27.88,0.96,050902030402
1985,WMI-01-0008,MHAB,AB21828,150915101,Mississinewa River,15-Sep-15,32,74,4,14.71,5.41,16,5.41,8.11,17.57,20.27,5.41,4.05,051201030104
1985,WMI-01-0008,MHAB,AB23296,150915102,Mississinewa River,15-Sep-15,29,80,2,40,20,7,3.75,2.5,11.25,12.5,7.5,2.5,051201030104
2014,OML040-0012,MHAB,AB22461,150915305,Little Hogan Creek,15-Sep-15,35,151,12,0,11.92,11,40.4,3.31,1.99,11.92,7.95,0.66,050902030401
1985,WMI-02-0021,MHAB,AB21837,150915103,Mississinewa River,15-Sep-15,39,122,12,31.25,5.74,9,8.2,4.92,41.8,5.74,8.2,2.46,051201030206
2014,OML030-0015,MHAB,AB22463,150915307,West Fork Tanners Creek,15-Sep-15,22,134,7,0,2.24,8,38.06,1.49,5.22,4.48,0,0,050902030302
2014,GMW080-0036,MHAB,AB22451,150916301,Blue Creek,16-Sep-15,34,292,7,5.71,12.33,13,55.82,2.05,3.42,1.71,0.34,1.03,050800030802
1985,WMI-05-0019,MHAB,AB21824,150916101,Mississinewa River,16-Sep-15,41,125,5,41.38,4,17,16.8,8,36,4,20,1.6,051201030502
1985,WMI-05-0019,MHAB,AB23295,150916102,Mississinewa River,16-Sep-15,37,117,2,29.17,5.13,19,3.42,2.56,18.8,4.27,14.53,5.13,051201030502
2014,GMW060-0022,MHAB,AB22453,150916303,Pipe Creek,16-Sep-15,41,208,11,38.46,8.65,10,25.96,2.88,20.67,13.46,22.6,0.96,050800030604
1985,WMI-05-0018,MHAB,AB21833,150916103,Mississinewa River,16-Sep-15,52,241,12,21.13,9.54,20,24.9,2.9,17.43,4.56,20.33,4.15,051201030510
2014,GMW040-0040,MHAB,AB22456,150921101,Little Williams Creek,21-Sep-15,28,135,13,9.09,0,10,31.85,0.74,5.19,6.67,25.93,0.74,050800030403
2014,GMW060-0021,MHAB,AB22454,150921105,Jim Run,21-Sep-15,32,87,11,37.5,3.45,12,50.57,1.15,12.64,4.6,13.79,4.6,050800030603
2014,GMW020-0035,MHAB,AB22457,150922301,Whitewater River,22-Sep-15,39,166,13,40.43,12.65,13,21.08,10.24,6.02,13.25,15.66,0.6,050800030205
2014,GMW-04-0019,MHAB,AB22455,150922305,Bear Creek,22-Sep-15,39,227,17,33.33,0.88,9,68.28,0.44,3.52,13.66,60.79,0.44,050800030408
1985,WDE-01-0003,MHAB,AB21835,150923301,Galbreath Ditch,23-Sep-15,64,309,13,64.86,10.68,26,40.45,8.41,7.12,9.71,30.74,2.91,051201050103
1985,WUW-14-0002,MHAB,AB21854,150923101,Treaty Creek,23-Sep-15,49,177,9,25,11.86,21,11.3,6.78,16.95,7.34,16.38,5.08,051201011402
1985,WTI-08-0004,MHAB,AB21842,150923302,Indian Creek,23-Sep-15,61,460,18,53.49,6.09,19,30.65,1.52,3.91,6.96,27.61,1.09,051201060805
1985,WAE-06-0003,MHAB,AB21834,150923102,Flowers Creek,23-Sep-15,25,166,7,30.77,4.22,10,62.65,0,10.84,14.46,45.78,11.45,051201040601
1985,WUW-15-0002,MHAB,AB21847,150923103,Pipe Creek,23-Sep-15,44,200,13,25,2.5,12,17,0.5,3,6.5,42,1.5,051201011507
2014,WLV010-0022,MHAB,AB22449,150928301,Burnett Creek,28-Sep-15,36,109,6,29.41,5.5,18,8.26,15.6,12.84,11.93,13.76,3.67,051201080202
2014,WLV010-0022,MHAB,AB23605,150928305,Burnett Creek,28-Sep-15,41,196,8,67.86,3.57,18,28.57,5.61,5.1,3.57,14.8,2.55,051201080202
1985,WAW-01-0001,MHAB,AB21855,150929101,Mud Creek,29-Sep-15,54,180,10,54.17,10,15,10.56,3.89,39.44,5,13.89,1.11,051201070106
1985,WAW-04-0003,MHAB,AB21841,150929102,Wildcat Creek,29-Sep-15,31,83,6,15,13.25,8,9.64,0,36.14,3.61,1.2,3.61,051201070405
1985,WDE-01-0004,MHAB,AB21857,150929301,Wabash River,29-Sep-15,48,328,17,54.63,7.01,18,46.04,0.61,1.52,14.02,16.16,6.1,051201050104
2014,WBU030-0060,MHAB,AB22450,150930301,North Branch Otter Creek,30-Sep-15,33,97,12,58.33,6.19,11,36.08,1.03,26.8,7.22,25.77,1.03,051201110403
2014,WLV080-0015,MHAB,AB22446,151005301,Opossum Run,05-Oct-15,24,98,13,80,0,10,48.98,0,6.12,7.14,23.47,5.1,051201080606
2014,WLV070-0013,MHAB,AB22447,151005305,Big Shawnee Creek,05-Oct-15,42,146,16,80,10.27,5,35.62,3.42,7.53,15.75,39.73,0.68,051201080601
2014,WLV160-0038,MHAB,AB22442,151006301,Cornstalk Creek,06-Oct-15,56,185,12,46.67,12.97,22,27.03,4.86,32.43,2.7,3.24,3.24,051201081204
2014,WLV160-0038,MHAB,AB23510,151006305,Cornstalk Creek,06-Oct-15,39,107,11,9.68,4.67,18,38.32,3.74,8.41,3.74,16.82,1.87,051201081204
2014,WSU010-0010,MHAB,AB22440,151013301,Spring Creek,13-Oct-15,30,115,5,0,44.35,4,28.7,7.83,12.17,4.35,8.7,0,051201100107
2014,WLV160-0020,MHAB,AB22443,151013303,Big Raccoon Creek,13-Oct-15,60,448,9,11.73,13.17,21,13.39,12.28,17.19,2.68,3.79,3.13,051201081202
2002,OML200-0018,MHAB,AB23323,151015301,Indian Creek,15-Oct-15,56,333,15,14.63,3,15,40.84,3,7.81,3.9,27.03,2.1,050902030902
2014,WLV110-0006,MHAB,AB22445,151019301,Prairie Creek,19-Oct-15,39,116,7,16,11.21,10,10.34,15.52,45.69,9.48,1.72,2.59,051201080902
2014,WLV040-0003,MHAB,AB22448,151019305,Big Pine Creek,19-Oct-15,58,246,16,50,6.5,15,19.51,3.66,42.68,3.66,4.88,2.44,051201080409
2014,WLV160-0013,MHAB,AB22444,151020301,Big Raccoon Creek,20-Oct-15,55,375,16,31.71,1.6,20,36.53,1.33,4.53,4,42.4,1.07,051201081206
2002,WAE060-0007,MHAB,AB23322,151021301,Wilson Rhodes Ditch,21-Oct-15,44,237,5,7.69,25.74,16,2.53,22.78,29.54,12.24,4.64,13.92,051201040601
2014,WWE-04-0006,MHAB,AB22439,151026301,Big Walnut Creek,26-Oct-15,49,169,16,25.58,1.18,18,19.53,1.78,3.55,10.06,14.79,1.78,051202030403
2023,WLV-01-0080,MHAB,AB25456,160711401,Wea Creek,11-Jul-16,31,100,8,60,5,7,29,2,7,7,6,0,051201080106
2023,WSU-01-0009,MHAB,AB25467,160711402,Mud Creek,11-Jul-16,37,106,7,14.29,27.36,12,12.26,1.89,4.72,16.98,17.92,0,051201100103
2028,WWU120-0049,MHAB,AB26283,160712301,Eagle Creek,12-Jul-16,56,200,10,33.33,13,21,11.5,4,5,15.5,13,2.5,051202011103
2023,WLV-01-0081,MHAB,AB25468,160712302,Wea Creek,12-Jul-16,39,138,9,16.67,21.74,8,28.26,2.17,6.52,10.14,21.01,3.62,051201080103
2023,WLV-04-0006,MHAB,AB25479,160712303,Big Pine Creek,12-Jul-16,54,222,8,27.59,17.12,22,7.66,3.15,6.31,13.96,20.27,2.7,051201080404
2023,WBU-15-0038,MHAB,AB25473,160712401,Rogers Ditch,12-Jul-16,24,146,0,25,76.03,4,0,3.42,43.84,4.79,4.79,0.68,051201111511
2023,WLV-04-0002,MHAB,AB25453,160712304,Big Pine Creek,12-Jul-16,60,258,20,72.06,3.1,19,29.07,0.78,6.2,5.81,31.4,3.88,051201080410
2023,WBU-07-0002,MHAB,AB25449,160712402,Tributary of Honey Creek,12-Jul-16,28,69,6,8.33,7.25,9,39.13,0,13.04,0,30.43,1.45,051201110703
2023,WLV-07-0006,MHAB,AB25454,160713301,North Fork Coal Creek,13-Jul-16,72,226,13,13.89,15.49,26,14.6,8.41,10.62,16.37,9.73,2.21,051201080703
2023,WBU-06-0003,MHAB,AB25458,160713401,Spring Creek,13-Jul-16,39,141,13,18.75,4.26,12,37.59,0,9.93,11.35,9.22,0.71,051201110601
2023,WLV-06-0004,MHAB,AB25476,160713302,Big Shawnee Creek,13-Jul-16,44,235,14,74.29,9.36,17,60.85,6.38,3.4,10.21,27.66,2.98,051201080602
2023,WBU-04-0005,MHAB,AB25481,160713402,North Branch Otter Creek,13-Jul-16,37,107,11,23.08,2.8,8,36.45,0.93,14.02,1.87,17.76,0,051201110403
2023,WLV-09-0001,MHAB,AB25447,160713303,Graham Creek,13-Jul-16,34,131,4,35.19,19.08,13,6.87,5.34,11.45,5.34,14.5,6.87,051201080901
2024,LEJ090-0041,MHAB,AB26336,160719301,Black Creek,19-Jul-16,40,134,11,40,27.61,16,17.91,11.94,5.22,14.93,26.87,2.24,041000030704
2024,LEJ080-0014,MHAB,AB26340,160719305,Tributary of Leins Ditch,19-Jul-16,31,125,3,11.11,34.4,8,29.6,5.6,12,24.8,17.6,2.4,041000030601
2024,LEJ050-0011,MHAB,AB26339,160719309,Fish Creek,19-Jul-16,29,73,5,7.14,12.33,8,2.74,2.74,23.29,6.85,4.11,1.37,041000030406
2024,LMJ230-0008,MHAB,AB26335,160720301,Baugo Creek,20-Jul-16,36,157,5,10,17.2,10,2.55,10.83,4.46,3.18,10.19,0,040500012104
2023,WLV-13-0011,MHAB,AB25446,160725401,South Fork Little Raccoon Creek,25-Jul-16,40,118,13,11.11,16.95,10,35.59,0,9.32,5.08,24.58,2.54,051201081301
2023,WLV-13-0011,MHAB,AB26366,160725402,South Fork Little Raccoon Creek,25-Jul-16,32,123,6,12.5,20.33,11,22.76,0,16.26,3.25,20.33,0.81,051201081301
2023,WLV-15-0003,MHAB,AB25477,160725403,Rocky Run,25-Jul-16,26,73,12,0,1.37,4,38.36,0,17.81,9.59,24.66,2.74,051201081502
2023,WLV-15-0001,MHAB,AB25448,160725404,Leatherwood Creek,25-Jul-16,42,123,17,62.5,3.25,4,32.52,1.63,14.63,9.76,17.89,0,051201081502
2023,WLV-13-0013,MHAB,AB25455,160725405,Williams Creek,25-Jul-16,28,85,8,25,16.47,4,22.35,4.71,7.06,7.06,22.35,0,051201081304
2024,LMJ120-0042,MHAB,AB26342,160726301,Pigeon River,26-Jul-16,33,120,9,33.33,41.67,7,22.5,0.83,6.67,30,22.5,3.33,040500011106
2023,WSU-04-0003,MHAB,AB25480,160727101,Honey Creek,27-Jul-16,39,122,9,29.41,2.46,12,24.59,0.82,8.2,27.87,8.2,0.82,051201100406
2023,WBU-05-0002,MHAB,AB25465,160727401,Wolf Creek,27-Jul-16,21,71,7,20,9.86,5,36.62,1.41,2.82,14.08,15.49,1.41,051201110504
2023,WSU-06-0014,MHAB,AB25461,160727102,Sugar Creek,27-Jul-16,39,149,16,68.97,1.34,11,45.64,0,1.34,10.74,34.23,3.36,051201100604
2023,WBU-03-0001,MHAB,AB25466,160727402,Tributary of Brouilletts Creek,27-Jul-16,43,166,9,16.67,15.66,16,21.08,17.47,14.46,19.88,12.65,1.2,051201110303
2023,WLV-15-0002,MHAB,AB25450,160727403,Rock Run,27-Jul-16,22,45,7,20,6.67,6,20,2.22,13.33,0,4.44,4.44,051201081503
2023,WLV-12-0004,MHAB,AB25457,160727103,Big Raccoon Creek,27-Jul-16,61,242,16,52.78,6.2,20,26.86,0.83,7.44,14.46,34.71,0.83,051201081202
2023,WSU-01-0010,MHAB,AB25482,160801101,Sugar Creek,01-Aug-16,50,231,20,13.16,8.66,12,32.9,2.6,5.19,14.29,18.18,0.43,051201100107
2024,LMG-04-0039,MHAB,AB26334,160801301,East Branch Little Calumet River,01-Aug-16,21,113,3,0,63.72,0,14.16,5.31,15.04,6.19,2.65,0,040400010401
2024,LMG070-0035,MHAB,AB26341,160801305,East Branch of Trail Creek,01-Aug-16,24,111,2,25,69.37,6,7.21,4.5,10.81,3.6,1.8,2.7,040400010104
2023,WSU-06-0010,MHAB,AB25464,160801102,Sugar Creek,01-Aug-16,43,258,18,56.34,0,17,61.24,0.39,3.1,2.33,39.15,1.94,051201100609
2024,LMG100-0009,MHAB,AB26337,160801309,Tributary of Spring Creek,01-Aug-16,18,96,2,66.67,68.75,4,2.08,1.04,18.75,1.04,2.08,1.04,040400010204
2024,UMK060-0042,MHAB,AB26344,160802301,Yellow River,02-Aug-16,42,112,7,50,26.79,11,23.21,14.29,14.29,12.5,7.14,1.79,071200010505
2023,WLV-12-0005,MHAB,AB25472,160802101,Cornstalk Creek,02-Aug-16,37,115,9,37.5,0.87,11,27.83,0.87,11.3,6.96,24.35,4.35,051201081204
2024,UMK060-0041,MHAB,AB26343,160802305,Eagle Creek,02-Aug-16,39,141,8,40,56.74,10,14.18,7.09,9.93,9.22,10.64,0.71,071200010504
2023,WSU-05-0001,MHAB,AB25460,160802102,Sugar Mill Creek,02-Aug-16,35,58,9,18.18,5.17,8,20.69,3.45,6.9,12.07,3.45,0,051201100503
2023,WLV-16-0003,MHAB,AB25471,160802103,Mill Creek,02-Aug-16,37,101,13,46.15,0,11,21.78,2.97,8.91,11.88,16.83,0,051201081601
2020,WEL-08-0005,MHAB,AB26671,160829301,Clear Creek,29-Aug-16,37,209,15,27.03,34.45,6,9.09,21.05,1.44,26.32,8.13,0,051202080802
2020,WEL-08-0008,MHAB,AB26675,160829302,Clear Creek,29-Aug-16,31,104,5,56.76,19.23,17,12.5,11.54,11.54,12.5,11.54,0.96,051202080801
2020,WEL-08-0007,MHAB,AB26676,160829303,Clear Creek,29-Aug-16,34,233,11,0,37.34,3,10.73,19.74,1.72,27.47,11.16,0,051202080801
2020,WEL-08-0006,MHAB,AB26670,160829304,Jackson Creek,29-Aug-16,30,170,7,21.43,38.82,9,4.71,20,2.94,36.47,4.71,0,051202080801
2023,WLW-02-0001,MHAB,AB25459,160906401,River Deshee,06-Sep-16,19,70,2,0,17.14,0,0,4.29,52.86,0,0,1.43,051201130203
2023,WLW-07-0003,MHAB,AB25475,160906402,Fun Creek,06-Sep-16,22,157,2,4.26,28.03,9,5.1,8.28,38.85,6.37,4.46,1.27,051201130709
2023,WLW-07-0002,MHAB,AB25463,160906403,Little Creek,06-Sep-16,32,164,6,3.85,14.02,8,20.12,26.83,43.9,10.37,0.61,3.66,051201130706
2023,WLW-07-0005,MHAB,AB25451,160907401,Big Creek,07-Sep-16,18,82,0,8.33,12.2,9,0,12.2,76.83,8.54,2.44,2.44,051201130709
2020,WEL-08-0010,MHAB,AB26674,160907301,Tributary of Clear Creek,07-Sep-16,36,233,12,35,19.31,11,41.2,6.87,6.01,18.88,33.91,0.86,051202080802
2020,WEL-08-0011,MHAB,AB26669,160907302,Tributary of Clear Creek,07-Sep-16,20,41,5,0,39.02,6,21.95,9.76,9.76,14.63,12.2,4.88,051202080802
2020,WEL-08-0012,MHAB,AB26673,160907303,Clear Creek,07-Sep-16,47,368,16,30.86,12.23,14,22.83,11.68,5.98,18.21,15.22,2.45,051202080803
2020,WEL-08-0019,MHAB,AB26663,160907402,Henderson Creek,07-Sep-16,34,104,10,25,12.5,9,33.65,3.85,20.19,26.92,3.85,0,051202080804
2020,WEL-08-0019,MHAB,AB27296,160907403,Henderson Creek,07-Sep-16,27,97,9,37.5,26.8,8,34.02,4.12,14.43,16.49,7.22,1.03,051202080804
2020,WEL-08-0035,MHAB,AB26662,160907404,Little Salt Creek,07-Sep-16,20,34,5,50,26.47,9,26.47,26.47,11.76,5.88,17.65,5.88,051202080804
2020,WEL-08-0018,MHAB,AB26667,160908401,Little Salt Creek,08-Sep-16,26,83,8,10,9.64,7,38.55,6.02,16.87,6.02,15.66,0,051202080805
2020,WEL-08-0029,MHAB,AB26685,160908402,Wolf Creek,08-Sep-16,29,135,9,0,30.37,6,22.96,27.41,14.81,16.3,1.48,0.74,051202080806
2024,LMJ190-0031,MHAB,AB26338,160912301,Elkhart River,12-Sep-16,45,114,6,14.29,44.74,7,4.39,1.75,21.93,11.4,4.39,1.75,040500011805
2024,OSK-02-0016,MHAB,AB26323,160913301,Indian Kentuck Creek,13-Sep-16,33,169,10,19.35,4.73,12,45.56,0,7.1,10.06,45.56,2.37,051401010206
2024,OSK-02-0023,MHAB,AB26322,160913305,West Fork Indian Kentuck Creek,13-Sep-16,30,132,15,8.33,4.55,4,53.03,0,9.85,6.82,38.64,0,051401010204
2024,OSK030-0017,MHAB,AB26325,160914301,Indian Kentuck Creek,14-Sep-16,35,152,15,7.69,7.89,7,57.89,1.32,14.47,6.58,9.21,0.66,051401010205
2024,OSK030-0019,MHAB,AB26326,160914305,West Fork Indian Kentuck Creek,14-Sep-16,26,108,5,31.58,4.63,11,19.44,0.93,6.48,4.63,1.85,2.78,051401010204
2024,OSK060-0001,MHAB,AB26324,160919401,Bull Creek,19-Sep-16,15,34,2,0,11.76,4,14.71,5.88,14.71,8.82,0,0,051401010603
2020,WEL-08-0033,MHAB,AB26677,160919301,Salt Creek,19-Sep-16,20,55,2,8.7,7.27,7,7.27,1.82,18.18,7.27,7.27,0,051202080807
2020,WEL090-0003,MHAB,AB26687,160920501,Salt Creek,20-Sep-16,30,119,14,0,5.04,2,52.1,0,13.45,3.36,37.82,0,051202080807
2020,WEL-08-0014,MHAB,AB26679,160920101,Judah Branch,20-Sep-16,26,170,10,0,38.82,7,34.71,18.24,2.35,8.82,33.53,0,051202080803
2020,WEL-08-0026,MHAB,AB26682,160920401,Pleasant Run,20-Sep-16,38,225,7,77.78,19.11,4,42.67,21.78,22.67,14.22,1.78,0,051202080806
2020,WEL-08-0031,MHAB,AB26686,160920502,Goose Creek,20-Sep-16,30,133,9,14.29,28.57,8,29.32,6.02,5.26,15.79,32.33,0.75,051202080807
2020,WEL-08-0017,MHAB,AB26678,160920102,Little Clear Creek,20-Sep-16,25,70,8,6.67,24.29,7,22.86,18.57,14.29,11.43,7.14,0,051202080803
2020,WEL-08-0023,MHAB,AB26661,160920402,Little Salt Creek,20-Sep-16,35,108,3,68.75,25,9,3.7,2.78,39.81,3.7,17.59,1.85,051202080805
